label,tweet,predicted_label,prediction_prob_0,prediction_prob_1,prediction_prob_2,gender,race,age,detected_race_category,true_binary,pred_binary
2,"what's wrong with ppl nowadays? i was conducting a sampling the other day &amp; and man said,""of course a mexican would be selling tequila""  ",2,0.00036613876,8.804039e-06,0.9996251,0.0,0.0,0.0,,1,1
2,@user heâs #extremely     - 9 signs that he's #cheating and #lying ,2,4.9196726e-05,1.5630028e-05,0.99993515,0.0,0.0,0.0,,1,1
1,"RT @ddebrinar: Smh, what a hoe. You just couldn't wait. @NayaRivera",1,0.0012030682,0.99840975,0.0003871465,0.0,0.0,0.0,,0,0
2,"went out with friends last night. good music, food, but...wow, this is what the singles scene looks like now? #disappointed  ",2,5.541458e-05,9.486531e-06,0.99993515,0.0,0.0,0.0,,1,1
2,@user kids being left in cars and left to get close to dangerous animals shows how irresponsible parents are with their kids noâ¦,2,5.3334585e-05,1.3647736e-05,0.999933,0.0,0.0,0.0,,1,1
2,i am thankful for a. #thankful #positive     ,2,3.9670347e-05,1.0604684e-05,0.9999497,0.0,0.0,0.0,,1,1
1,RT @BudaHefner74: It ain't no hoe&#128581; in my blood &#128137;,1,0.0006332658,0.9991272,0.00023957483,0.0,0.0,0.0,,0,0
2,"for those of us who lost our wonderful dads too soon, this hard day is almost over. ð  #fathersday  ",2,4.6098787e-05,1.105428e-05,0.9999429,0.0,0.0,0.0,,1,1
2,"Rose colored glasses only, you guys. #wvnextin6",2,0.00021229094,6.509445e-05,0.99972254,0.0,0.0,0.0,,1,1
1,These hoes crazy yo.,1,0.001204251,0.9986235,0.00017226303,0.0,0.0,0.0,,0,0
1,RT @1BigMick: Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?,1,0.0005228367,0.9993199,0.00015721387,0.0,0.0,0.0,,0,0
2,&lt;3 tell someone that they are woh it today. #work   #ripchristina #heaven #summer ,2,2.7992e-05,1.655587e-05,0.9999554,0.0,0.0,0.0,,1,1
2,#fathersday - i made this to #educate on the #horrors of not spending enough #time with your #children. ,2,5.1017934e-05,1.3947953e-05,0.99993503,0.0,0.0,0.0,,1,1
1,@kieffer_jason pussy nigga it's the same term,1,0.0014084189,0.9984738,0.000117724376,0.0,0.0,0.0,,0,0
2,@user @user me to!  ,2,0.00038171222,1.0358064e-05,0.999608,0.0,0.0,0.0,,1,1
2,ooh #surprise #delivery no2 so   to use this next month âºï¸âºï¸âºï¸  ,2,5.2337866e-05,9.195095e-06,0.9999385,0.0,0.0,0.0,,1,1
2,"wow, this #violence needs to stop    ",2,0.0006716802,1.0225884e-05,0.9993181,0.0,0.0,0.0,,1,1
2,I need a heated bra because my nips hurt so bad!,2,7.032878e-05,0.00023025044,0.9996995,0.0,0.0,0.0,,1,1
1,Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,1,0.0024391715,0.997323,0.00023790271,0.0,0.0,0.0,,0,0
0,calls for #carlpaladino to step down but he won't because he knows that he can spew  with no consequences! ð ,0,0.99970585,0.0001513531,0.00014279348,0.0,0.0,0.0,,0,0
2,"avg person receives 147 emails a day! yikes. i stopped using e-mail roughly a year ago. feel #free, more #efficient and  !",2,5.769086e-05,1.2456147e-05,0.9999299,0.0,0.0,0.0,,1,1
1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",1,0.007452553,0.9921767,0.0003708264,0.0,0.0,0.0,,0,0
2,@user so was he drinking on the way to class or afterwards?  ,2,0.00011190949,9.0917365e-06,0.999879,0.0,0.0,0.0,,1,1
1,"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted""",1,0.0006525026,0.9991872,0.00016038447,0.0,0.0,0.0,,0,0
1,These hoes will be exposed!!,1,0.0011218057,0.99861157,0.00026671725,0.0,0.0,0.0,,0,0
1,RT @dnumberbefore_2: She used to be more fun as a hoe ..this new you is to positive,1,0.00044963538,0.9988764,0.00067395065,0.0,0.0,0.0,,0,0
1,RT @AngelLongoria1: Neymar fell like a bitch,1,0.0007759335,0.99914014,8.3825435e-05,0.0,0.0,0.0,,0,0
2,Dallas hoe RT @beanreturns: Why http://t.co/D6HAlItFmP,2,0.0027263898,0.37335318,0.6239204,0.0,0.0,0.0,,1,1
1,RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life,1,0.00017037324,0.9995679,0.00026165048,0.0,0.0,0.0,,0,0
2,i love my job   pride #loveislove #whiskeybarâ¦ ,2,4.8755956e-05,1.1152003e-05,0.99994004,0.0,0.0,0.0,,1,1
2,current mood. thanks @user for including me in your book. congrats! . . .   #papeâ¦  ,2,6.954872e-05,8.290976e-06,0.99992216,0.0,0.0,0.0,,1,1
2,#gfest #muskogee #notputtogether #whattheheck so here we sit. we got here early to get our first come first serve spots.,2,3.586156e-05,3.5494297e-05,0.9999286,0.0,0.0,0.0,,1,1
1,"@M_Talleywacker miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat :p",1,0.002705278,0.9971149,0.00017986706,0.0,0.0,0.0,,0,0
2,this awesome couple raves about their custom vanessa nicole ring. so excited for them! #love   â¥ ,2,0.0001007342,8.345239e-06,0.9998909,0.0,0.0,0.0,,1,1
1,RT @hennhenn430: Happy Halloween bitches &#128536; katiedodds15 #halloween #CLE http://t.co/TwAJtr8eVj,1,0.00052187627,0.99930286,0.0001751987,0.0,0.0,0.0,,0,0
1,"bitch get out cha, bitch get out cha, bitch get out cha feelings.&#128079;&#127926; RT @bitemy_jordans: In my feelings... wtf",1,0.0007101842,0.9992126,7.718739e-05,0.0,0.0,0.0,,0,0
1,u stupid bitch,1,0.0016795411,0.9982785,4.197111e-05,0.0,0.0,0.0,,0,0
1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",1,0.014392326,0.98549414,0.00011350498,0.0,0.0,0.0,,0,0
2,RT @harrryaf: being a good citizen picking up trash (: http://t.co/PMFR5eopwO,2,0.00019563577,0.0004171619,0.99938715,0.0,0.0,0.0,,1,1
1,"Trust no nigga, fear no bitch &#128074;&#128142;",1,0.031039473,0.96883035,0.00013010619,0.0,0.0,0.0,,0,0
2,awesome photoâï¸ #stallion looking at him makes me  ó¾­© ,2,7.7486045e-05,7.922116e-06,0.9999145,0.0,0.0,0.0,,1,1
1,RT @BriannaChevonne: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&#8230;,1,0.0009546004,0.9988531,0.00019226661,0.0,0.0,0.0,,0,0
1,RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;,1,0.0009074192,0.9988759,0.0002165504,0.0,0.0,0.0,,0,0
2,bihday fun last night with sswain14 ð   #bihday #loveyou ,2,3.376783e-05,1.2562618e-05,0.9999536,0.0,0.0,0.0,,1,1
1,Niggas fall in love with an EVIL bitch and turn they back on they friends..... Its Cool Tho.,1,0.026039016,0.97376496,0.0001960147,0.0,0.0,0.0,,0,0
2,@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,2,3.5397967e-05,0.00019878107,0.9997658,0.0,0.0,0.0,,1,1
1,"Smellin good, bitches wanna hug me",1,0.0004322117,0.999476,9.171933e-05,0.0,0.0,0.0,,0,0
2,made my night hahahha ,2,5.833856e-05,2.2490533e-05,0.9999192,0.0,0.0,0.0,,1,1
2,Whipped out some french in front of some babes at the post office. #winning,2,5.3685042e-05,0.0012726525,0.9986737,0.0,0.0,0.0,,1,1
2,#freeshipping #worldwide make offer $29 -   #iron #planch #antique #vintage #heavy #cast #iron... ,2,5.5444667e-05,1.0249476e-05,0.9999343,0.0,0.0,0.0,,1,1
0,@user #allahsoil the term jihad is a highly-contested concept.    â¦  #teambts #teamsuperjunior ,0,0.99959344,0.00022221087,0.00018429697,0.0,0.0,0.0,,0,0
2,love that @user @user #calabash2016  ,2,0.00021129822,7.841881e-06,0.99978083,0.0,0.0,0.0,,1,1
2,@user rickity..rick.. rickity...rick.. as the same ole broken down wagon is  looking to find the next mateen to jump on board.  ,2,0.00046423197,9.3313665e-06,0.9995265,0.0,0.0,0.0,,1,1
2,CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..,2,0.0012462946,0.00017694026,0.99857676,0.0,0.0,0.0,,1,1
1,Fuck her pussy &#127814;&#128047; Fuck her mouth &#127814;&#128068; Fuck her ass &#127814;&#128169; &#128514;&#128514; cause she nasty,1,0.017572798,0.9823601,6.708089e-05,0.0,0.0,0.0,,0,0
1,RT @Georganaaa_: I asked dis bitch to get me water 10 mins ago where Dafuq is it,1,0.00034035012,0.99956137,9.8330085e-05,0.0,0.0,0.0,,0,0
2,- i learned not to mourn so not woh !!  life is too sho to waste time on trifles !!    :p :) :d,2,4.4363027e-05,1.1436443e-05,0.9999442,0.0,0.0,0.0,,1,1
2,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,2,6.1605795e-05,4.4225297e-05,0.99989414,0.0,0.0,0.0,,1,1
1,RT @LaBugg09: I love everybody ion hate these bitches,1,0.0018920277,0.9980532,5.482833e-05,0.0,0.0,0.0,,0,0
2,being silly and   at the same time #god is amazing #goaldigger #beedaboss kokcoutureclothing ,2,6.368382e-05,9.619414e-06,0.9999267,0.0,0.0,0.0,,1,1
2,free shipping worldwide ð shop @  (link in bio)  #fashion #hot  â¦ ,2,6.819581e-05,1.1125338e-05,0.9999207,0.0,0.0,0.0,,1,1
2,RT @Thotcho: See the jumbotron? That&#8217;s where the jig is,2,5.8110367e-05,5.9467257e-05,0.99988246,0.0,0.0,0.0,,1,1
2,"  to be in #preproduction for our #next #shofilm!! in the mean time, check out the trailer to #bellajoy! ",2,7.415565e-05,8.0534855e-06,0.99991775,0.0,0.0,0.0,,1,1
2,#greens   bull hill climb: you have to reach the target to complete the task to survive. with strong excitem ,2,4.4697448e-05,1.0230953e-05,0.99994504,0.0,0.0,0.0,,1,1
1,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",1,0.021664936,0.9782704,6.467007e-05,1.0,0.0,0.0,synthetic_majority,0,0
2,@monicawarren16 #pumprules is on bravo...quality trash,2,0.00019128404,0.0009226272,0.99888605,0.0,0.0,0.0,,1,1
1,Fuckkkk this faggot commie http://t.co/RD81TnCo4f,0,0.7939001,0.2059872,0.00011273504,0.0,0.0,0.0,,0,0
1,Do y'all remember when Twitter took away @karrueches verified check after Chris Brown broke up with her lmao stupid bitch,1,0.0032309103,0.99666363,0.00010544488,0.0,0.0,0.0,,0,0
2,@user it just fn   i can't believe this and they justify it w/abt pay 1st what happened to country 1st,2,0.00012673046,1.0839257e-05,0.99986243,0.0,0.0,0.0,,1,1
1,"Nigga you a pussy, hope you got 9 lives.",1,0.021353891,0.97847396,0.00017213858,0.0,0.0,0.0,,0,0
1,"I fight for what I love, but you make something of bitches I think nothing of.",1,0.00026881715,0.9996208,0.00011039801,0.0,0.0,0.0,,0,0
1,RT @ItsNotHarold: I've noticed that it mostly be the bitches whose hair don't even reach their shoulders that talk the most shit,1,0.0004454802,0.9994517,0.0001028206,0.0,0.0,0.0,,0,0
1,"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",1,0.0006356993,0.99928844,7.58385e-05,0.0,0.0,0.0,,0,0
0,I'm just upset they got faggots on this show,0,0.99673283,0.0031320592,0.00013505123,0.0,0.0,0.0,,0,0
1,Indiana ain't gone give these niccas shit ... They was posed to win the last game!,1,0.0015468632,0.9983096,0.00014354957,0.0,0.0,0.0,,0,0
2,Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,2,0.0001369734,9.8092336e-05,0.999765,0.0,0.0,0.0,,1,1
1,"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up",1,0.0052373414,0.9947082,5.438473e-05,0.0,0.0,0.0,,0,0
2,"this is my   place, by his sideâ¤ï¸â¤ï¸ everyday i'm blessed by his face and friendship!ð#loveâ¦ ",2,6.904343e-05,9.6506865e-06,0.9999213,0.0,0.0,0.0,,1,1
0,@BossMelle never followed him ignorant monkey,0,0.973807,0.007725124,0.018467892,0.0,0.0,0.0,,0,0
2,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,2,5.7140238e-05,0.00011125773,0.99983156,0.0,0.0,0.0,,1,1
2,selfie ð #smile   #summer ,2,4.2718082e-05,1.0675233e-05,0.9999466,0.0,0.0,0.0,,1,1
2,Friend or foe nicca .. State ya biz,2,8.1959435e-05,8.923805e-05,0.9998288,0.0,0.0,0.0,,1,1
2,So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,2,0.00018319776,0.00028985945,0.999527,0.0,0.0,0.0,,1,1
2,#model   i love u take with u all the time in urð±!!! ððððð¦ð¦ð¦  ,2,5.6249108e-05,1.0001086e-05,0.9999337,0.0,0.0,0.0,,1,1
1,"RT @JReynolds_: You got niggas, and I got bitches, but I want you. -PND",1,0.06729239,0.9325572,0.00015029975,0.0,0.0,0.0,,0,0
2,you won't believe the reason the #homeoffice have for not disclosing this info. #yarlswood  ,2,0.00012441185,7.5931234e-06,0.99986804,0.0,0.0,0.0,,1,1
1,"Like the song French, ""got all the black bitches mad because my main bitch strawberry"" Lololol",1,0.000346233,0.9995485,0.00010522155,0.0,0.0,0.0,,0,0
2,seriously the luckiest girl on the planet! #ifeel #summerescape   #ineffableglitterâ¦ ,2,6.478507e-05,1.0066258e-05,0.99992514,0.0,0.0,0.0,,1,1
2,"throw england out! if the fa can't control their fans, get them out... guaranteed they won't do it again. wanker cunts.   #euro2016",2,0.00036159754,1.4542491e-05,0.9996239,0.0,0.0,0.0,,1,1
1,"Besides my sisters, this is one of two bitches you will always catch me with. http://t.co/FXZyCvvnPq",1,0.0002305695,0.99964035,0.00012901156,0.0,0.0,0.0,,0,0
1,Only movie i cant wait to see.. Tansformers4 . if its a fail im going killer ape shit on michael bay,1,0.0014679447,0.99840325,0.00012877659,0.0,0.0,0.0,,0,0
2,my sister ain't even know i was watching her argue with the nigga ððð was waiting for him too say the wrong shit  ,2,0.0009760532,1.4725831e-05,0.99900913,0.0,0.0,0.0,,1,1
1,"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....",1,0.00077826536,0.999091,0.000130597,0.0,0.0,0.0,,0,0
2,@user it is not   people who are thankful. it is thankful people who are happy.  #thankfulthursday ,2,4.542408e-05,1.0298707e-05,0.9999443,0.0,0.0,0.0,,1,1
1,RT @albertogomez51: &#8220;@nomaambundy92: I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating&#8221; q&#8230;,1,0.00020400401,0.99949646,0.00029953066,0.0,0.0,0.0,,0,0
2,ok i'm getting platinum white hair soon. it's so beautiful.  ,2,0.00029396612,8.595665e-06,0.99969745,0.0,0.0,0.0,,1,1
2,. lonely?   #friday#weekend#shooging#photo#monochrome#healthy#camera#japan#girl#model#love#lâ¦ ,2,2.7005151e-05,1.6297585e-05,0.9999567,0.0,0.0,0.0,,1,1
2,what to do when one of your closest friends  is moving away  ,2,0.0005083796,9.093497e-06,0.9994825,0.0,0.0,0.0,,1,1
1,we all went through so much shit together . I miss them bitches,1,0.00028153136,0.9996201,9.832461e-05,0.0,0.0,0.0,,0,0
2,@user very impressed with the #indigenous plants in stock at @user university's nursery.    #gardâ¦,2,0.00042245953,1.0119205e-05,0.99956745,0.0,0.0,0.0,,1,1
2,so pumped for germany definitely ready for an adventure.#travel #vacation  ,2,5.924269e-05,9.897285e-06,0.99993086,0.0,0.0,0.0,,1,1
2,test day! big shoot on thursday! #360 #360video #vr #music #videoclip   ,2,4.7678805e-05,1.0065107e-05,0.9999423,0.0,0.0,0.0,,1,1
1,&#8220;@iank12: Half tempted to go outside and run my phone over with my car because it's such a piece of shit. #FuckiPhones&#8221; do it pussy,1,0.0004358305,0.9994721,9.2123446e-05,0.0,0.0,0.0,,0,0
1,RT @AudrianaReye: That's my bitch man I swear,1,0.00033850566,0.99956995,9.1469126e-05,0.0,0.0,0.0,,0,0
2,#congrats to our newest #bride-to-be jennifer on saying #yes to the #dress @user   we are   to be... ,2,5.007609e-05,9.919005e-06,0.99994004,0.0,0.0,0.0,,1,1
2,@user natalia's on tuesdayðð #comefaster  ,2,4.829866e-05,1.0910809e-05,0.99994075,0.0,0.0,0.0,,1,1
1,This bitch took her damn eye out like it was a contact! &#128561;&#128547;,1,0.00036990226,0.9995419,8.830125e-05,0.0,0.0,0.0,,0,0
2,"our fathers are so wonderful and are doing well. so on dis day as we celebrate them,we pray that god be with them.  fathers day.",2,2.9967237e-05,1.9235613e-05,0.99995077,0.0,0.0,0.0,,1,1
1,RT @BigfineHorseee: Damn Rico ass hit that hoe on point &#128175;&#10004;&#65039;,1,0.0019798127,0.9978911,0.00012902172,0.0,0.0,0.0,,0,0
2,@user the meps bear that travelled to sandy hook in 2013 with hope that another gun massacre would never occur again.   ,2,8.7905624e-05,8.35185e-06,0.9999037,0.0,0.0,0.0,,1,1
2,"#augusta   buffalo simulation: buffalo for you to take in the vicinity of their homes to do. in this way, yo ",2,9.945058e-05,8.0280915e-06,0.9998925,0.0,0.0,0.0,,1,1
0,a&amp;e scraps controversial #kkk series  #tv #cable #disney #boycott ,0,0.9997346,0.00017041335,9.495212e-05,0.0,0.0,0.0,,0,0
1,"The clips hang down to the dick.. That's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me",1,0.0005206914,0.99938536,9.384256e-05,0.0,0.0,0.0,,0,0
1,"RT @WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me",1,0.0007544728,0.99892956,0.0003159583,0.0,0.0,0.0,,0,0
0,as if reel are letting girls in first and there's a massive queue for guys ,0,0.9210826,0.0014792334,0.077438116,0.0,0.0,0.0,,0,0
2,how she ugly and still outta your league ? ð¤  ,2,0.0061770324,1.6369097e-05,0.9938066,0.0,0.0,0.0,,1,1
2,sharing ice cream #sun #love #outdoors #picnic #summer #family #daughter #father #desse #icecream   ,2,3.117499e-05,1.4464751e-05,0.99995434,0.0,0.0,0.0,,1,1
2,@user @user she probably has been in years of therapy. and her hatred still runs deep.  ,2,0.0006755612,9.914521e-06,0.99931455,0.0,0.0,0.0,,1,1
1,"RT @LipstickYoda: Call my son ""nigger"": even respectable white ppl will be uncomfortable w/ you. Call him ""thug"":you probably can get off w&#8230;",0,0.80046594,0.19883922,0.00069473096,0.0,0.0,0.0,,0,0
1,I am hungrier den a bitch,1,0.00037475224,0.9995524,7.285017e-05,0.0,0.0,0.0,,0,0
1,@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less,0,0.65727085,0.34200257,0.00072652916,0.0,0.0,0.0,,0,0
2,RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,2,0.00014021456,0.00024725054,0.9996125,0.0,0.0,0.0,,1,1
